type,PCR,iLISI,bASW,GC,kBET,integration_method_batch,homology_method_batch,bASW_scaled,GC_scaled,kBET_scaled,PCR_scaled,iLISI_scaled,avg_score_batch,iLISI_scaled_rank,GC_scaled_rank,PCR_scaled_rank,bASW_scaled_rank,kBET_scaled_rank,avg_score_scaled_rank_batch,cASW,cLISI,ARI,NMI,iso_F1,integration_method_bio,homology_method_bio,cASW_scaled,ARI_scaled,NMI_scaled,iso_F1_scaled,cLISI_scaled,avg_score_bio,cLISI_scaled_rank,NMI_scaled_rank,ARI_scaled_rank,cASW_scaled_rank,iso_F1_scaled_rank,avg_score_scaled_rank_bio,integrated_score,integrated_score_rank,task_name,trajectory_conservation_score_batch,traj_scaled,traj_scaled_rank,batch_aggr_with_LISI,bio_aggr_with_LISI,integrated_score_aggr_with_LISI,integrated_score_aggr_rank_with_LISI,batch_aggr_no_LISI,bio_aggr_no_LISI,integrated_score_aggr_no_LISI,integrated_score_aggr_rank_no_LISI
SeuratV4 RPCA SH,0.03157916279239924,2.220446049250313e-16,0.8229150120866325,0.9754534110535982,0.14655308171477122,SeuratV4 RPCA,SH,0.691757284064639,0.9894415827718266,0.00963571116586117,0.7290888199685452,0,0.604980849492718,25,3,20,21,28,22,0.5683470368385315,0.9977500658065116,0.6034119935095442,0.7141274145466999,0.6491454853036162,SeuratV4 RPCA,SH,0.4899570616001638,0.517329961841128,0.706908796321122,0.6853937206176085,0.9705086170001592,0.5998973850950056,5,5,17,12,6,7,0.6019307708540906,9,Heart_xl_dr,NA,NA,NA,0.3953001335294803,0.7065563992009807,0.5820538929323805,7,0.49412516691185027,0.6337579825495979,0.5779048562944988,6
Harmony SH,0.02186860967196045,0.01095011287586289,0.8550295565496534,0.970306788784957,0.2648094865895593,Harmony,SH,0.8045614257218554,0.967374800693332,0.3299540497176276,0.8179147965058429,0.09771342485666604,0.7299512681596645,17,7,12,12,13,9,0.5380807593464851,0.9857991783300304,0.6201868422437458,0.6748035962820326,0.6166604916877575,Harmony,SH,0.24699656232632017,0.5445116441740732,0.6299823882073037,0.6241987987087867,0.6670286613580234,0.5114223483541209,20,9,15,16,10,12,0.5988339162763383,10,Heart_xl_dr,NA,NA,NA,0.42459291089439866,0.6871061735780103,0.5821008685045657,13,0.5280036103990325,0.6124329223900052,0.5786611975936161,13
LIGER UINMF SH,0.01209564282988158,0.08745960146908915,0.8218747077915743,0.793809780784355,0.5121797293909993,LIGER UINMF,SH,0.6881031567827938,0.2106219616931836,1,0.9073116941539408,0.780446493385623,0.7015092031574794,4,27,9,22,1,12,0.5920952799255181,0.9910223110669094,0.5553449988184119,0.6057795355321234,0.530175525101062,LIGER UINMF,SH,0.6805944797235898,0.4394430132852301,0.4949554935353951,0.46127924147740673,0.7996645090656073,0.5190680570054054,15,23,20,5,18,11,0.592044515466235,11,Heart_xl_dr,NA,NA,NA,0.44548389245317993,0.654883530088805,0.571123675034555,9,0.5349899651992026,0.5708488348442788,0.5565052869862483,8
scVI SH,0.00196285563576943,0.05230866731714667,0.888921962030388,0.9779159443325705,0.1919260697643156,scVI,SH,0.923610404086002,1,0.1325364552105313,1,0.4667768351971128,0.7640367148241334,9,1,1,6,24,5,0.5239114295691252,0.9901759664734432,0.6000791246883219,0.6677407532468332,0.5973042250029919,scVI,SH,0.1332532241180523,0.5119294373421418,0.6161658472469931,0.587735647685038,0.7781724968457152,0.46227103909805634,18,11,18,22,12,16,0.5829773093884871,12,Heart_xl_dr,NA,NA,NA,0.422607099816038,0.6758422997961431,0.574548219804101,6,0.5151817079407609,0.597258883126818,0.5644280130523951,7
scVI HE,0.00225156317215459,0.03132660614072913,0.8924879417550731,0.9737319165885324,0.19709273880920997,scVI,HE,0.9361361082096687,0.982060461479634,0.14653128996015632,0.997359086703402,0.2795432348367764,0.7655217365882152,11,4,2,5,22,4,0.5286865904927254,0.9910095578749712,0.4573978684649343,0.5459060680472321,0.8161525286735453,scVI,HE,0.17158550605843073,0.2807311330842709,0.3778292581344303,1,0.7993406554496054,0.45753647431928296,16,26,27,20,1,17,0.5807305792268559,13,Heart_xl_dr,NA,NA,NA,0.4193781532931398,0.6678305227106816,0.5684495749436649,12,0.5163910400812425,0.5870357639196092,0.5587778743842625,12
Scanorama HE,0.05344932685866364,0.01162094536652214,0.7773232651696962,0.9542362656771808,0.28598497492575825,Scanorama,HE,0.5316137116238088,0.8984704372494732,0.3873115962205458,0.5290344403546814,0.10369960426052709,0.5866075463621273,16,11,26,26,11,23,0.5454000569880009,0.9914837825319196,0.7060031114700261,0.6665550649614341,0.6373702155441148,Scanorama,HE,0.3057517300136529,0.6835668813370382,0.61384636900293,0.6632115794754837,0.8113830814316353,0.5665941399572761,13,14,5,14,8,10,0.5745995025192165,14,Heart_xl_dr,NA,NA,NA,0.41652295559956426,0.7093624462990992,0.5922266500192852,10,0.5177484581578248,0.638832112240894,0.5903986506076664,10
SeuratV4 CCA O2O,0.02533835851678314,0.01307083642935813,0.8585037991259706,0.9279234239541746,0.20057897981163383,SeuratV4 CCA,O2O,0.8167648979579849,0.7856508608633478,0.155974388850824,0.7861757363660216,0.11663771942197602,0.6361414710095445,15,17,15,11,21,17,0.5333145335316658,0.9918898685996476,0.6208842315167292,0.6672921406194903,0.5565871645973132,SeuratV4 CCA,O2O,0.20873600636846584,0.5456416820051739,0.615288258050956,0.5110332366780711,0.8216952011017017,0.4701747957756667,11,12,14,18,16,15,0.5365614658692178,15,Heart_xl_dr,NA,NA,NA,0.40508307956758405,0.6739935877729692,0.5664293844908151,18,0.5030861403521405,0.5945195175662996,0.557946166680636,19
Scanorama SH,0.05510871789787965,0.00646588152765881,0.7800275584872898,0.9480324180598508,0.2572619262874707,Scanorama,SH,0.5411126938320651,0.871870670203435,0.30951015089756706,0.5138553843640024,0.05769834849626587,0.5590872248242673,19,14,27,25,17,25,0.5430771522223949,0.9922434448634012,0.6313154482484564,0.6564294252588683,0.5775911749750944,Scanorama,SH,0.28710476882836944,0.5625442498935995,0.594038295256619,0.5506003915939619,0.830673890680299,0.49857192639313747,10,15,13,15,14,14,0.5227780457655894,16,Heart_xl_dr,NA,NA,NA,0.40937930045202997,0.680131329113643,0.5718305176489978,15,0.5101076551831227,0.6021033001762035,0.5653050421789712,16
fastMNN HE,0.04235448913941402,8.881784197001252e-16,0.836188637804453,0.9488343049139888,0.25205561645177277,fastMNN,HE,0.7383816401255513,0.8753088596679484,0.29540794207156523,0.6305229737793006,5.9442507298704455e-15,0.6349053539110914,23,13,25,16,18,18,0.5738053468076816,0.993458471407261,0.5946486223041587,0.6668316752112545,0.3436134867637777,fastMNN,HE,0.5337732763839145,0.5031299427503564,0.6143874820968553,0.10983544862324052,0.8615281851718359,0.44028153746359167,9,13,19,8,25,18,0.5181310640425916,17,Heart_xl_dr,NA,NA,NA,0.4158866096619259,0.6344715204988267,0.5470375561640664,25,0.5198582620774072,0.5447247827717181,0.5347781744939937,25
SeuratV4 RPCA O2O,0.03075215252540659,2.220446049250313e-16,0.865446108045876,0.9343435048442136,0.18026346761289125,SeuratV4 RPCA,O2O,0.8411501480657951,0.8131777549177277,0.10094623945612904,0.7366537849773226,0,0.6229819818542437,25,15,19,8,25,19,0.5305305663496256,0.9966526503702892,0.5522597364975586,0.6704897047872401,0.529366193216489,SeuratV4 RPCA,O2O,0.18638789776184136,0.43444370618875194,0.6215434269789302,0.45975462977329407,0.9426409303064978,0.4255324151757044,8,10,21,19,19,20,0.5045122418471202,18,Heart_xl_dr,NA,NA,NA,0.40216104660567753,0.6558597702442406,0.5543802807888154,16,0.5027013082570968,0.5706615502127284,0.5434774534304757,17
fastMNN SH,0.04102469639065274,6.661338147750939e-16,0.8351110770076008,0.93418157932272,0.285387984053721,fastMNN,SH,0.7345966472880431,0.8124834791365968,0.3856945411065837,0.6426870738090217,3.962833819913631e-15,0.6438654353350614,24,16,24,18,12,16,0.5721666855653069,0.9911249329894142,0.537317081445714,0.6390671113671614,0.28965709574723564,fastMNN,SH,0.5206190338877017,0.4102308796371836,0.5600736269417488,0.0081929125715409,0.8022704826011247,0.3747791132595438,14,17,23,9,29,23,0.4824136420897508,19,Heart_xl_dr,NA,NA,NA,0.419141067354939,0.6058665814229665,0.5311763757957555,19,0.5239263341936736,0.5095519935313545,0.5153017297962821,18
Harmony O2O,0.00883653935127381,0.04405950012659354,0.8826246456668645,0.8740658220324139,0.3103197784989783,Harmony,O2O,0.9014907265688828,0.554729704648092,0.4532267054935766,0.937123904182854,0.3931653220061417,0.7116427602233514,10,24,6,7,9,11,0.5127286342903972,0.9595319263179148,0.6580255140817317,0.6280603464513421,0.33270598128548273,Harmony,O2O,0.0434840899749146,0.6058247906648485,0.5385418701772245,0.08928799357807622,0,0.319284686098766,30,20,9,28,26,24,0.4762279157486002,20,Heart_xl_dr,NA,NA,NA,0.4239812571352248,0.6182104804853737,0.5405187911453142,17,0.5189616963873827,0.5328801190272384,0.5273127499712961,14
Scanorama O2O,0.03869137254369455,0.07364690451513622,0.8297898295735696,0.8757417629393953,0.25841930843474326,Scanorama,O2O,0.7159054667224045,0.5619155094032091,0.31264512465967625,0.6640308393714163,0.6571887752982514,0.5636242350391765,6,23,22,20,15,24,0.5161042343825102,0.9714617406926414,0.6700160305142019,0.6288657907592706,0.5109519977416684,Scanorama,O2O,0.0705814918256752,0.6252540215234764,0.5401175039859163,0.42506614353190186,0.3029448268495382,0.4152547902167424,29,19,8,26,20,21,0.47460256814571605,21,Heart_xl_dr,NA,NA,NA,0.41525783560130786,0.6594799588180585,0.5617911095313582,22,0.5006605683728507,0.5814845133494128,0.5491549353587879,22
scVI O2O,0.00243339374230822,0.09724476067887045,0.902561400042981,0.926653595900521,0.2332150847679354,scVI,O2O,0.9715196963840452,0.7802063153975056,0.24437503765688573,0.995695816057754,0.8677644443505944,0.7479492163740477,2,18,3,3,19,7,0.5174807459115982,0.9758441067138848,0.5205969411619582,0.5484319459843829,0.4440378306055075,scVI,O2O,0.0816313451963553,0.38313784595583017,0.3827704547326646,0.2990138721073447,0.4142303065556987,0.2866383794980487,27,25,24,25,24,25,0.4711627142484483,22,Heart_xl_dr,NA,NA,NA,0.4324216470265232,0.6012783140754663,0.5337356472558891,21,0.5162158686134364,0.5076368659158617,0.5110684669948915,21
LIGER HE,0.00896134011441443,0.06367761629463331,0.8462111637427302,0.8393408839498268,0.47538632725276153,LIGER,HE,0.7735863255604137,0.4058422205157119,0.9003385782354356,0.9359823060142354,0.5682277475488626,0.7539373575814492,8,26,7,15,3,6,0.5276812674736181,0.991516393763262,0.35096266376989527,0.505797214790194,0.45749777606935993,LIGER,HE,0.16351534339247423,0.1082653201935736,0.2993671415143756,0.3243695893131915,0.8122112086364717,0.22387934860340375,12,28,29,21,23,28,0.43590255219462193,23,Heart_xl_dr,NA,NA,NA,0.4467154662708732,0.5666910631732659,0.5187008244123088,23,0.5424749287649332,0.46048473052576683,0.4932808098214334,23
fastMNN O2O,0.02909690378917646,0.00427442997323535,0.852840954201796,0.8810300468451747,0.260160449542575,fastMNN,O2O,0.79687383701689,0.5845896833423148,0.31736131256878247,0.7517949498094578,0.03814291201650165,0.6126549456843613,20,22,16,13,14,21,0.5493724380947418,0.983559869539358,0.48100276160416305,0.592322989595385,0.29521517614649584,fastMNN,O2O,0.33763975117031425,0.31898010432569024,0.468631403194911,0.01866317154766201,0.6101638189938322,0.2859786075596444,23,24,25,13,28,26,0.41664914280953114,24,Heart_xl_dr,NA,NA,NA,0.40548055687039153,0.5802946469960287,0.5103690109457738,24,0.5057820885946805,0.4794783413601964,0.48999984025399,24
LIGER O2O,0.00601746557482006,0.1120635459449426,0.8648815728188585,0.7471214199773715,0.43643628045289173,LIGER,O2O,0.8391671863646787,0.01043981702573641,0.7948355038720801,0.9629110017887704,1,0.6518383772628165,1,29,5,9,4,15,0.5209331434733614,0.9813816054842948,0.48049289104390647,0.5435168595876942,0.2853079323807337,LIGER,O2O,0.10934523355009192,0.3181539186581224,0.37315541838188176,0,0.5548491421459082,0.200163642647524,26,27,26,24,30,29,0.38083353649364104,25,Heart_xl_dr,NA,NA,NA,0.43330405695377683,0.5623264863939982,0.5107175146179097,20,0.5136141847059854,0.457562706621424,0.4799832978552486,20
unintegrated HE,0.11128395177211614,2.220446049250313e-16,0.6259765865080782,0.919746527746758,0.1429957313425182,unintegrated,HE,0,0.750591402976385,0,0,0,0.18764785074409623,25,19,30,30,30,30,0.5148115511983633,0.9846485065913296,0.6729237181665291,0.6507762941660692,0.6798153798513401,unintegrated,HE,0.06020456483471101,0.6299655896181467,0.5829794741971107,0.7431693761708705,0.6378085880449087,0.5040797512052098,22,16,7,27,3,13,0.3775069910207643,26,Heart_xl_dr,NA,NA,NA,0.3600005594738941,0.7005950899947263,0.5643572777863934,27,0.45000069934236764,0.6295817358455754,0.5577493212442923,27
LIGER SH,0.00559679158188995,0.08919899109632068,0.795079358307505,0.7844325006044989,0.2974778179737153,LIGER,SH,0.5939829863274395,0.17041570846207058,0.41844198948977895,0.9667590604690954,0.7959679514348453,0.537399936187096,3,28,4,24,10,26,0.5211678455368101,0.985780569034138,0.4109692349263409,0.48695349416269695,0.479994158647954,LIGER,SH,0.11122928851955668,0.20549895734335247,0.26250450183840923,0.36674806078242944,0.6665560982698795,0.23649520212093697,21,29,28,23,21,27,0.35685709574740054,27,Heart_xl_dr,NA,NA,NA,0.39435709191278595,0.576973060461588,0.5039266730420672,26,0.47064661711690225,0.4747711833184505,0.4731213568378312,26
unintegrated SH,0.1025645905059272,2.220446049250313e-16,0.6439919130328826,0.9163550680899332,0.14491047670829038,unintegrated,SH,0.06327984653947308,0.7360500985501484,0.00518642567363047,0.07975918257638068,0,0.22106888833490815,25,20,29,29,29,29,0.5094146188348532,0.9826240406997412,0.647687051281762,0.637748661318215,0.5850098355252995,unintegrated,SH,0.01688105463659807,0.5890725196850932,0.5574944362370132,0.5645755937567302,0.5863994504233422,0.4320059010788586,25,18,10,29,13,19,0.3476310959812784,28,Heart_xl_dr,NA,NA,NA,0.36156440966740677,0.6724968415319742,0.5481238687861473,29,0.4519555120842583,0.5949650417400324,0.5377612298777228,29
unintegrated O2O,0.08745043875525928,6.661338147750939e-16,0.6783165366227532,0.8958994582764082,0.1579443156184458,unintegrated,O2O,0.18384701529445435,0.6483441313203155,0.04049087813921057,0.21801384965195916,3.962833819913631e-15,0.2726739686014849,24,21,28,28,27,28,0.5073116980493069,0.9751261475971926,0.6459421494373991,0.6241654720534277,0.5364044117528209,unintegrated,O2O,0,0.5862451101276562,0.5309226024990591,0.47301315888988255,0.39599850566933026,0.3975452178791494,28,21,11,30,17,22,0.34759671816808363,29,Heart_xl_dr,NA,NA,NA,0.3639221498545734,0.6577899757780294,0.540242845408647,28,0.4549026873182166,0.5784559328232386,0.5290346346212298,28
LIGER UINMF O2O,0.01106317018836991,0.06426767261403965,0.7768594457588957,0.7446865477520479,0.3657282883665225,LIGER UINMF,O2O,0.5299845198854811,0,0.603310431116668,0.9167560985553012,0.5734931201053962,0.5125127623893626,7,30,8,27,8,27,0.5803784357676395,0.982948490257002,0.284148021940097,0.3527644740712161,0.31493268832698185,LIGER UINMF,O2O,0.5865383042570129,0,0,0.05580683339933115,0.594638498564278,0.160586284414086,24,30,30,6,27,30,0.30135687560419666,30,Heart_xl_dr,NA,NA,NA,0.3925210249359751,0.5030344220725873,0.4588290632179425,30,0.474584363016459,0.38305590502648357,0.41966728822247373,30
scVI stronger homology,0.00384526936815798,0.012172026343231,0.8267381252665018,0.8787493002441024,0.13679783866745754,scVI,SH,0.869792080641571,1,0.2367794534164019,0.98397540713801,0.04778613922195945,0.7726367352989958,17,1,5,8,19,1,0.4987749838037416,0.9851848147323812,0.3812219587706651,0.5634871143187196,0.25985387696208406,scVI,stronger homology,0.979494047960912,0.8439521648610765,0.6095384157365393,1,0.5468366225290379,0.8346642416172605,20,17,6,2,1,2,0.8098532390899547,1,Embryo_dr_xt,0.7403365795277747,0.7403365795277747,7,0.37166051197789013,0.5714765546858944,0.49155013760269267,1,0.4615326333865549,0.488734902676597,0.4778539949605802,1
scANVI stronger homology,0.01508990057902255,0.00213736586910506,0.8102619276149984,0.8684868167413976,0.12663916620816074,scANVI,SH,0.7945531695396398,0.9640109568240752,0.18214759066851963,0.8806511666339532,0.00839108132937273,0.705340720916547,26,4,17,13,23,12,0.4976971326395869,0.9969861597055404,0.3865477988210203,0.6790433472935802,0.19312876210454025,scANVI,stronger homology,0.972042565523814,0.8613165683440904,1,0.568442591270841,0.9859592821244412,0.7979609703906658,2,1,4,3,8,4,0.7609128706010182,2,Embryo_dr_xt,0.5880031268145837,0.5880031268145837,15,0.36452303540253683,0.556901054563142,0.47994984689889997,2,0.45511945278589483,0.46888403353466224,0.4633782012351553,2
scANVI higher expression,0.01056531949374877,1.5543122344752197e-15,0.8060908743702567,0.8722631893798842,0.12862810713047657,scANVI,HE,0.7755059651469501,0.977254148679054,0.19284382562608676,0.9222264655893548,6.102071975249433e-15,0.7169576012603615,27,3,12,15,22,9,0.49508086591959,0.9973635015522876,0.36768421872816304,0.6769666192361758,0.1939631285465324,scANVI,higher expression,0.9539555919571892,0.7998136293204753,0.9929827884961006,0.5738390153969807,1,0.7811482733626419,1,2,9,7,7,5,0.7554720045217298,3,Embryo_dr_xt,0.5851503416424637,0.5851503416424637,16,0.36350949807487354,0.5527014459375355,0.4770246667924707,3,0.45438687259359156,0.463769034814585,0.46001616992618766,3
SeuratV4 RPCA higher expression,0.01041216145114252,0.00765732690163756,0.7898219670803834,0.8390128321175198,0.1520330997563032,SeuratV4 RPCA,HE,0.7012136499417703,0.8606499619035259,0.31871247134457154,0.9236337983984636,0.0300618877310594,0.7010524703970828,22,7,11,20,10,13,0.4932271409779787,0.9917738103460716,0.4245849806540909,0.6277632268425739,0.16536740502701616,SeuratV4 RPCA,higher expression,0.941140280061636,0.9853332429834564,0.8267257718856498,0.3888907186549681,0.7920101416937461,0.7753516803003837,6,6,2,9,16,6,0.7456319963390634,4,Embryo_dr_xt,0.7346683879162084,0.7346683879162084,8,0.3597874774613973,0.5728974919606565,0.48765348616095283,4,0.4478200151013372,0.4891222282835736,0.472601343010679,4
scVI higher expression,0.00335287455372054,0.01191808661399851,0.8187536823685106,0.8731866440090021,0.1263085797876521,scVI,HE,0.8333309503427617,0.9804925703057076,0.1803697449880032,0.9884999059211028,0.04678919763533211,0.7456732928893939,18,2,4,9,24,5,0.5017411538865417,0.9848855203552458,0.2817782633743763,0.49078450820417785,0.2381479053130197,scVI,higher expression,1,0.5197252946628382,0.3638781511816877,0.8596124877594009,0.5357000153720948,0.7268719773444564,22,23,24,1,3,12,0.7343925035624315,5,Embryo_dr_xt,0.8911439531183556,0.8911439531183556,3,0.3667039734665768,0.5647468840419528,0.48552971981180243,5,0.45540044517972134,0.4807191567792943,0.4705916721394651,5
SeuratV4 CCA higher expression,0.02213022969794037,0.00513713238900082,0.784527508190822,0.8564567010537782,0.14604670641420947,SeuratV4 CCA,HE,0.6770363894991465,0.921823083608104,0.28651851876558077,0.8159592576269304,0.02016786002759077,0.6753343123749403,24,6,20,21,15,17,0.4954421161673963,0.9920114429414172,0.3834207413433065,0.62849844703206,0.19137137167484616,SeuratV4 CCA,higher expression,0.9564530145758652,0.851121089838502,0.82921006228331,0.5570763334294959,0.8008523420965008,0.7678661802435794,4,5,5,5,9,7,0.7308534330961238,6,Embryo_dr_xt,0.6454704010907244,0.6454704010907244,13,0.3628596555491502,0.5560357533749585,0.47876531424463514,6,0.4522902863391875,0.46884061546166667,0.462220483812675,6
SeuratV4 CCA stronger homology,0.02084172314965624,0.0077273425829798,0.807744351491089,0.8360418477441601,0.14293218885041037,SeuratV4 CCA,SH,0.7830566039979006,0.850231150037991,0.26976909636289026,0.8277990376952468,0.03033676218515563,0.6827139720235071,21,9,19,14,18,16,0.4976680141407997,0.9918737400023948,0.42908342495734314,0.6331437309727663,0.16539381802057515,SeuratV4 CCA,stronger homology,0.9718412613089804,1,0.8449063590571619,0.3890615497293159,0.7957284785915242,0.7579410450376801,5,4,1,4,15,8,0.7278502158320109,7,Embryo_dr_xt,0.5838960550929427,0.5838960550929427,17,0.3630574907636591,0.5501764638644703,0.4753288746241458,8,0.4518900278088289,0.46183700863688537,0.45785821630566276,7
SeuratV4 RPCA stronger homology,0.00966625802233991,0.00819804879856533,0.8047219880913077,0.836709132459311,0.14907204491347348,SeuratV4 RPCA,SH,0.7692549164991389,0.852571220881259,0.302788349131695,0.9304877275158489,0.03218470698221241,0.7137755535069854,20,8,9,16,14,10,0.49532521702349186,0.9916605187554018,0.3883778846354908,0.6190913244534497,0.1629714586695517,SeuratV4 RPCA,stronger homology,0.9556448585459008,0.8672833920170779,0.797423633366024,0.37339447854074775,0.7877946133181378,0.7341030694824306,7,7,3,6,17,11,0.7259720630922526,8,Embryo_dr_xt,0.6767689849424026,0.6767689849424026,11,0.3616734944569995,0.555699231413298,0.4780889366307786,7,0.450042355871608,0.4685069739448773,0.4611211267155696,8
